       173
         1 1000.0000 1000.0000 199.8958 
         2 937.5000 937.5000 199.8725 
         3 1125.0000 875.0000 147.1829 
         4 1062.5000 937.5000 199.8725 
         5 875.0000 875.0000 147.18291
         6 1000.0000 875.0000 169.6824 
         7 937.5000 812.5000 139.4922 
         8 1000.0000 750.0000 123.6505 
         9 1062.5000 812.5000 139.4922 
        10 750.0000 750.0000 101.7313 
        11 875.0000 750.0000 117.4530 
        12 812.5000 812.5000 119.4644 
        13 1250.0000 750.0000 101.7313 
        14 1187.5000 812.5000 119.4644 
        15 1125.0000 750.0000 117.4530 
        16 1125.0000 1125.0000 120.7068 
        17 1062.5000 1062.5000 150.4312 
        18 1125.0000 1000.0000 150.1826 
        19 1187.5000 937.5000 129.9023 
        20 1250.0000 1000.0000 110.7533 
        21 1187.5000 1062.5000 120.5245 
        22 1250.0000 875.0000 111.4904 
        23 1250.0000 1250.0000  85.2420  
        24 1187.5000 1187.5000 100.4235 
        25 1250.0000 1125.0000 100.4552 
        26 875.0000 1125.0000 120.7068 
        27 937.5000 1062.5000 150.4312 
        28 1000.0000 1125.0000 130.9397 
        29 1062.5000 1187.5000 111.4482 
        30 1000.0000 1250.0000  98.8562  
        31 937.5000 1187.5000 111.4482 
        32 1125.0000 1250.0000  95.2899  
        33 750.0000 1250.0000  85.2420  
        34 812.5000 1187.5000 100.4235 
        35 875.0000 1250.0000  95.2899  
        36 875.0000 1000.0000 150.1826 
        37 812.5000 1062.5000 120.5245 
        38 750.0000 1000.0000 110.7533 
        39 812.5000 937.5000 129.9023 
        40 750.0000 1125.0000 100.4552 
        41 750.0000 875.0000 111.4904 
        42 875.0000 625.0000  98.1646
        43 1125.0000 625.0000  98.1646  
        44 1375.0000 875.0000  90.3525  
        45 1375.0000 1125.0000  82.8750 
        46 1125.0000 1375.0000  77.2387  
        47 875.0000 1375.0000  77.2387  
        48 625.0000 1125.0000  82.8750  
        49 625.0000 875.0000  90.3525  
        50   0.0000   0.0000  45.0000  
        51 250.0000   0.0000  45.0000  
        52 125.0000 125.0000  44.2455  
        53 375.0000 125.0000  47.7227  
        54 500.0000   0.0000  45.0000  
        55 250.0000 250.0000  46.9821  
        56 625.0000 125.0000  50.8873  
        57 500.0000 250.0000  53.9087  
        58 750.0000 250.0000  59.6405  
        59 1000.0000   0.0000  45.0000  
        60 875.0000 125.0000  52.9016  
        61 750.0000   0.0000  45.0000  
        62 500.0000 500.0000  63.5055  
        63 375.0000 375.0000  53.2819  
        64 625.0000 375.0000  63.7429  
        65 1125.0000 125.0000  52.9016  
        66 1000.0000 250.0000  61.9659  
        67 1250.0000 250.0000  59.6405  
        68 1125.0000 375.0000  71.0302  
        69 875.0000 375.0000  71.0302  
        70 1000.0000 500.0000  84.5974  
        71 1500.0000 500.0000  63.5055  
        72 1250.0000 500.0000  77.9171  
        73 1375.0000 375.0000  63.7429  
        74 750.0000 500.0000  77.9171  
        75 2000.0000   0.0000  45.0000  
        76 1875.0000 125.0000  44.2455  
        77 1750.0000   0.0000  45.0000  
        78 1625.0000 125.0000  47.7227  
        79 1750.0000 250.0000  46.9821  
        80 1500.0000   0.0000  45.0000  
        81 1500.0000 250.0000  53.9087  
        82 1375.0000 125.0000  50.8873  
        83 1625.0000 375.0000  53.2819  
        84 1250.0000   0.0000  45.0000  
        85 625.0000 625.0000  78.7306  
        86 1375.0000 625.0000  78.7306  
        87 2000.0000 250.0000  40.0000  
        88 1875.0000 375.0000  42.6783  
        89 2000.0000 500.0000  35.0000  
        90 1875.0000 625.0000  40.6980  
        91 1750.0000 500.0000  48.7312  
        92 1750.0000 750.0000  49.0609  
        93 2000.0000 1000.0000  25.0000  
        94 1875.0000 875.0000  37.5548  
        95 2000.0000 750.0000  30.0000  
        96 1625.0000 625.0000  58.2665  
        97 1875.0000 1125.0000  32.6716  
        98 1750.0000 1000.0000  46.1585  
        99 1750.0000 1250.0000  39.5278  
       100 1625.0000 1125.0000  54.6834  
       101 1625.0000 875.0000  59.7241  
       102 1500.0000 1000.0000  71.9088  
       103 1500.0000 1500.0000  45.8808  
       104 1500.0000 1250.0000  61.1386  
       105 1625.0000 1375.0000  44.3806  
       106 1500.0000 750.0000  71.7684  
       107 2000.0000 2000.0000  19.9993  
       108 1875.0000 1875.0000  18.4737  
       109 2000.0000 1750.0000  10.0000  
       110 1875.0000 1625.0000  19.9676  
       111 1750.0000 1750.0000  23.8953  
       112 2000.0000 1500.0000  15.0000  
       113 1750.0000 1500.0000  30.9752  
       114 1875.0000 1375.0000  26.3757  
       115 1625.0000 1625.0000  33.1767  
       116 2000.0000 1250.0000  20.0000  
       117 1375.0000 1375.0000  62.6152  
       118 1750.0000 2000.0000  20.0003  
       119 1625.0000 1875.0000  23.9632  
       120 1500.0000 2000.0000  20.0016  
       121 1375.0000 1875.0000  27.3315  
       122 1500.0000 1750.0000  31.9555  
       123 1250.0000 1750.0000  37.3667  
       124 1000.0000 2000.0000  20.0025 
       125 1125.0000 1875.0000  29.1910  
       126 1250.0000 2000.0000  20.0023  
       127 1375.0000 1625.0000  43.3506 
       128 875.0000 1875.0000  29.1910  
       129 1000.0000 1750.0000  39.3923  
       130 750.0000 1750.0000  37.3667 
       131 875.0000 1625.0000  49.5937  
       132 1125.0000 1625.0000  49.5937  
       133 1000.0000 1500.0000  63.4162 
       134 500.0000 1500.0000  45.8808  
       135 750.0000 1500.0000  58.1996  
       136 625.0000 1625.0000  43.3506  
       137 1250.0000 1500.0000  58.1996  
       138   0.0000 2000.0000  19.9993  
       139 125.0000 1875.0000  18.4737  
       140 250.0000 2000.0000  20.0003 
       141 375.0000 1875.0000  23.9632  
       142 250.0000 1750.0000  23.8953  
       143 500.0000 2000.0000  20.0016  
       144 500.0000 1750.0000  31.9555  
       145 625.0000 1875.0000  27.3315  
       146 375.0000 1625.0000  33.1767  
       147 750.0000 2000.0000  20.0023  
       148 625.0000 1375.0000  62.6152  
       149   0.0000 250.0000  40.0000  
       150 125.0000 375.0000  42.6783  
       151   0.0000 500.0000  35.0000  
       152 250.0000 500.0000  48.7312  
       153 125.0000 625.0000  40.6980  
       154 250.0000 750.0000  49.0609  
       155 375.0000 625.0000  58.2665  
       156   0.0000 1000.0000  25.0000  
       157   0.0000 750.0000  30.0000  
       158 125.0000 875.0000  37.5548  
       159 500.0000 750.0000  71.7684  
       160 375.0000 875.0000  59.7241  
       161 500.0000 1000.0000  71.9088 
       162 375.0000 1125.0000  54.6834 
       163 250.0000 1000.0000  46.1585  
       164 250.0000 1250.0000  39.5278  
       165 375.0000 1375.0000  44.3806  
       166 500.0000 1250.0000  61.1386 
       167 125.0000 1125.0000  32.6716 
       168   0.0000 1750.0000  10.0000 
       169 125.0000 1625.0000  19.9676  
       170   0.0000 1500.0000  15.0000 
       171 125.0000 1375.0000  26.3757  
       172 250.0000 1500.0000  30.9752  
       173   0.0000 1250.0000  20.0000
