Index	x	y	Temp
321	2,5	2	40,25371305
322	3	2	34,78852288
323	3,5	2	30,79014048
324	4	2	27,86986871
325	4,5	2	25,73885909
326	5	2	24,18448313
327	5,5	2	23,05096233
328	6	2	22,224442
329	6,5	2	21,62180953
330	7	2	21,18243104
331	7,5	2	20,86208555
332	8	2	20,62852732
333	8,5	2	20,45824478
334	9	2	20,33409547
335	9,5	2	20,24358096
336	10	2	20,17758881
337	10,5	2	20,12947534
338	11	2	20,09439674
339	11,5	2	20,0688215
340	12	2	20,05017484
341	12,5	2	20,03657951
342	13	2	20,02666681
343	13,5	2	20,01943878
344	14	2	20,01416775
345	14,5	2	20,01032305
346	15	2	20,00751762
347	15,5	2	20,00546902
348	16	2	20,00397101
349	16,5	2	20,00287278
350	17	2	20,00206377
351	17,5	2	20,00146253
352	18	2	20,00100853
353	18,5	2	20,00065608
354	19	2	20,00036969
355	19,5	2	20,00012053
356	0,25	2,25	100,1662582
357	0,75	2,25	80,09216784
358	1,25	2,25	64,51690807
359	1,75	2,25	52,73791117
360	2,25	2,25	43,97634552
361	2,75	2,25	37,52111797
362	3,25	2,25	32,78933168
363	3,75	2,25	29,33000459
364	4,25	2,25	26,8043639
365	4,75	2,25	24,96167111
366	5,25	2,25	23,61772273
367	5,75	2,25	22,63770217
368	6,25	2,25	21,92312577
369	6,75	2,25	21,40212028
370	7,25	2,25	21,02225829
371	7,75	2,25	20,74530643
372	8,25	2,25	20,54338605
373	8,75	2,25	20,39617012
374	9,25	2,25	20,28883821
375	9,75	2,25	20,21058488
376	10,25	2,25	20,15353208
377	10,75	2,25	20,11193604
378	11,25	2,25	20,08160912
379	11,75	2,25	20,05949817
380	12,25	2,25	20,04337718
381	12,75	2,25	20,03162316
382	13,25	2,25	20,0230528
383	13,75	2,25	20,01680327
384	14,25	2,25	20,0122454
385	14,75	2,25	20,00892033
386	15,25	2,25	20,00649332
387	15,75	2,25	20,00472001
388	16,25	2,25	20,00342189
389	16,75	2,25	20,00246827
390	17,25	2,25	20,00176315
391	17,75	2,25	20,00123553
392	18,25	2,25	20,0008323
393	18,75	2,25	20,00051288
394	19,25	2,25	20,00024511
395	0	2,5	111,4051524
396	0,5	2,5	88,92736388
397	1	2,5	71,2569718
398	1,5	2,5	57,77684434
399	2	2,5	47,69897799
400	2,5	2,5	40,25371305
401	3	2,5	34,78852288
402	3,5	2,5	30,79014048
403	4	2,5	27,86986871
404	4,5	2,5	25,73885909
405	5	2,5	24,18448313
406	5,5	2,5	23,05096233
407	6	2,5	22,224442
408	6,5	2,5	21,62180953
409	7	2,5	21,18243104
410	7,5	2,5	20,86208555
411	8	2,5	20,62852732
412	8,5	2,5	20,45824478
413	9	2,5	20,33409547
414	9,5	2,5	20,24358096
415	10	2,5	20,17758881
416	10,5	2,5	20,12947534
417	11	2,5	20,09439674
418	11,5	2,5	20,0688215
419	12	2,5	20,05017484
420	12,5	2,5	20,03657951
421	13	2,5	20,02666681
422	13,5	2,5	20,01943878
423	14	2,5	20,01416775
424	14,5	2,5	20,01032305
425	15	2,5	20,00751762
426	15,5	2,5	20,00546902
427	16	2,5	20,00397101
428	16,5	2,5	20,00287278
429	17	2,5	20,00206377
430	17,5	2,5	20,00146253
431	18	2,5	20,00100853
432	18,5	2,5	20,00065608
433	19	2,5	20,00036969
434	19,5	2,5	20,00012053
435	0,25	2,75	97,64404671
436	0,75	2,75	77,80698281
437	1,25	2,75	62,61182849
438	1,75	2,75	51,24072964
439	2,25	2,75	42,84092564
440	2,75	2,75	36,67646308
441	3,25	2,75	32,16717879
442	3,75	2,75	28,87404687
443	4,25	2,75	26,47105947
444	4,75	2,75	24,71834187
445	5,25	2,75	23,4401968
446	5,75	2,75	22,50822764
447	6,25	2,75	21,82871243
448	6,75	2,75	21,33327964
449	7,25	2,75	20,97206593
450	7,75	2,75	20,70871153
451	8,25	2,75	20,51670526
452	8,75	2,75	20,37671768
453	9,25	2,75	20,27465586
454	9,75	2,75	20,20024486
455	10,25	2,75	20,14599343
456	10,75	2,75	20,10643982
457	11,25	2,75	20,07760199
458	11,75	2,75	20,05657672
459	12,25	2,75	20,04124729
460	12,75	2,75	20,03007042
461	13,25	2,75	20,02192087
462	13,75	2,75	20,0159782
463	14,25	2,75	20,01164413
464	14,75	2,75	20,00848233
465	15,25	2,75	20,00617448
466	15,75	2,75	20,00448825
467	16,25	2,75	20,00325387
468	16,75	2,75	20,00234708
469	17,25	2,75	20,00167657
470	17,75	2,75	20,00117486
471	18,25	2,75	20,00079143
472	18,75	2,75	20,00048769
473	19,25	2,75	20,00023307
474	0	3	106,2271046
475	0,5	3	84,01656594
476	1	3	67,0270296
477	1,5	3	54,38646823
478	2	3	45,10062798
479	2,5	3	38,31038355
480	3	3	33,35323284
481	3,5	3	29,73681894
482	4	3	27,09935934
483	4,5	3	25,17615075
484	5	3	23,77387452
485	5,5	3	22,75146721
486	6	3	22,006039
487	6,5	3	21,46255921
488	7	3	21,06631877
489	7,5	3	20,77742838
490	8	3	20,56680487
491	8,5	3	20,41324407
492	9	3	20,3012864
493	9,5	3	20,21966062
494	10	3	20,16014907
495	10,5	3	20,11676048
496	11	3	20,0851267
497	11,5	3	20,06206303
498	12	3	20,04524752
499	12,5	3	20,03298729
500	13	3	20,02404805
501	13,5	3	20,01752984
502	14	3	20,01277643
503	14,5	3	20,00930929
504	15	3	20,00677936
505	15,5	3	20,00493194
506	16	3	20,00358104
507	16,5	3	20,00259066
508	17	3	20,0018611
509	17,5	3	20,0013189
510	18	3	20,00090948
511	18,5	3	20,00059163
512	19	3	20,00033337
513	19,5	3	20,00010869
514	0,25	3,25	89,81016246
515	0,75	3,25	70,80507179
516	1,25	3,25	56,88423532
517	1,75	3,25	46,80907946
518	2,25	3,25	39,51177718
519	2,75	3,25	34,21236829
520	3,25	3,25	30,35692122
521	3,75	3,25	27,54912889
522	4,25	3,25	25,50320212
523	4,75	3,25	24,01199953
524	5,25	3,25	22,9249599
525	5,75	3,25	22,13248452
526	6,25	3,25	21,55473141
527	6,75	3,25	21,13351335
528	7,25	3,25	20,82641616
529	7,75	3,25	20,60251991
530	8,25	3,25	20,43928279
531	8,75	3,25	20,32027055
532	9,25	3,25	20,23350152
533	9,75	3,25	20,17024021
534	10,25	3,25	20,12411779
535	10,75	3,25	20,09049088
536	11,25	3,25	20,06597412
537	11,75	3,25	20,04809927
538	12,25	3,25	20,0350668
539	12,75	3,25	20,02556467
540	13,25	3,25	20,01863625
541	13,75	3,25	20,01358403
542	14,25	3,25	20,00989938
543	14,75	3,25	20,00721134
544	15,25	3,25	20,0052493
545	15,75	3,25	20,00381573
546	16,25	3,25	20,00276631
547	16,75	3,25	20,00199539
548	17,25	3,25	20,00142535
549	17,75	3,25	20,00099881
550	18,25	3,25	20,00067282
551	18,75	3,25	20,00041459
552	19,25	3,25	20,00019812
553	0	3,5	95,25408106
554	0,5	3,5	73,74289825
555	1	3,5	58,43379336
556	1,5	3,5	47,68965011
557	2	3,5	40,05957153
558	2,5	3,5	34,57652565
559	3	3,5	30,60933113
560	3,5	3,5	27,72830197
561	4	3,5	25,6320353
562	4,5	3,5	24,10526311
563	5	3,5	22,99270974
564	5,5	3,5	22,18178811
565	6	3,5	21,59064374
566	6,5	3,5	21,1596837
567	7	3,5	20,84549173
568	7,5	3,5	20,61642576
569	8	3,5	20,44942061
570	8,5	3,5	20,3276616
571	9	3,5	20,23889013
572	9,5	3,5	20,17416895
573	10	3,5	20,12698222
574	10,5	3,5	20,09257939
575	11	3,5	20,06749696
576	11,5	3,5	20,04920977
577	12	3,5	20,03587676
578	12,5	3,5	20,02615562
579	13	3,5	20,0190677
580	13,5	3,5	20,01389941
581	14	3,5	20,01013043
582	14,5	3,5	20,00738134
583	15	3,5	20,00537536
584	15,5	3,5	20,00391054
585	16	3,5	20,00283941
586	16,5	3,5	20,00205414
587	17	3,5	20,00147566
588	17,5	3,5	20,00104575
589	18	3,5	20,00072111
590	18,5	3,5	20,00046907
591	19	3,5	20,00026428
592	19,5	3,5	20,00008615
593	0,25	3,75	75,69799965
594	0,75	3,75	58,65835911
595	1,25	3,75	47,3875072
596	1,75	3,75	39,67777845
597	2,25	3,75	34,23965104
598	2,75	3,75	30,34230607
599	3,25	3,75	27,52572892
600	3,75	3,75	25,48142886
601	4,25	3,75	23,99438131
602	4,75	3,75	22,91146947
603	5,25	3,75	22,12241007
604	5,75	3,75	21,54729796
605	6,25	3,75	21,12806108
606	6,75	3,75	20,82242895
607	7,25	3,75	20,59960847
608	7,75	3,75	20,43715851
609	8,25	3,75	20,31872124
610	8,75	3,75	20,23237182
611	9,25	3,75	20,16941661
612	9,75	3,75	20,12351745
613	10,25	3,75	20,09005341
614	10,75	3,75	20,06565547
615	11,25	3,75	20,04786738
616	11,75	3,75	20,03489832
617	12,25	3,75	20,02544264
618	12,75	3,75	20,01854839
619	13,25	3,75	20,01352149
620	13,75	3,75	20,00985586
621	14,25	3,75	20,00718247
622	14,75	3,75	20,00523217
623	15,25	3,75	20,00380862
624	15,75	3,75	20,0027685
625	16,25	3,75	20,00200709
626	16,75	3,75	20,00144775
627	17,25	3,75	20,00103416
628	17,75	3,75	20,00072468
629	18,25	3,75	20,00048814
630	18,75	3,75	20,00030072
631	19,25	3,75	20,00014369
632	0	4	76,7517223
633	0,5	4	57,04329701
634	1	4	45,41344783
635	1,5	4	38,01313752
636	2	4	32,94875463
637	2,5	4	29,37375237
638	3	4	26,80961516
639	3,5	4	24,95566742
640	4	4	23,60971076
641	4,5	4	22,63051609
642	5	4	21,91738892
643	5,5	4	21,39775352
644	6	4	21,01900645
645	6,5	4	20,74291042
646	7	4	20,54162993
647	7,5	4	20,39488645
648	8	4	20,28790122
649	8,5	4	20,20990153
650	9	4	20,15303403
651	9,5	4	20,11157334
652	10	4	20,08134531
653	10,5	4	20,05930672
654	11	4	20,04323882
655	11,5	4	20,03152397
656	12	4	20,02298279
657	12,5	4	20,01675539
658	13	4	20,01221484
659	13,5	4	20,00890401
660	14	4	20,0064896
661	14,5	4	20,00472851
662	15	4	20,00344347
663	15,5	4	20,0025051
664	16	4	20,00181894
665	16,5	4	20,00131589
666	17	4	20,00094531
667	17,5	4	20,00066991
668	18	4	20,00046194
669	18,5	4	20,00030045
670	19	4	20,00016907
671	19,5	4	20,00005525
672	0,25	4,25	52,80544494
673	0,75	4,25	41,01138434
674	1,25	4,25	34,59654066
675	1,75	4,25	30,39072376
676	2,25	4,25	27,48686526
677	2,75	4,25	25,42618709
678	3,25	4,25	23,94423856
679	3,75	4,25	22,87127333
680	4,25	4,25	22,09175954
681	4,75	4,25	21,52445405
682	5,25	4,25	21,1112221
683	5,75	4,25	20,81008394
684	6,25	4,25	20,59058283
685	6,75	4,25	20,43056884
686	7,25	4,25	20,31391346
687	7,75	4,25	20,22886537
688	8,25	4,25	20,16685977
689	8,75	4,25	20,12165328
690	9,25	4,25	20,0886944
691	9,75	4,25	20,06466488
692	10,25	4,25	20,0471455
693	10,75	4,25	20,03437249
694	11,25	4,25	20,02505992
695	11,75	4,25	20,01827026
696	12,25	4,25	20,01331994
697	12,75	4,25	20,00971061
698	13,25	4,25	20,00707888
699	13,75	4,25	20,00515982
700	14,25	4,25	20,00376023
701	14,75	4,25	20,00273919
702	15,25	4,25	20,00199392
703	15,75	4,25	20,00144939
704	16,25	4,25	20,00105077
705	16,75	4,25	20,00075794
706	17,25	4,25	20,00054141
707	17,75	4,25	20,00037939
708	18,25	4,25	20,00025554
709	18,75	4,25	20,00015741
710	19,25	4,25	20,00007446
711	0	4,5	44,62239359
712	0,5	4,5	32,80436686
713	1	4,5	28,78442565
714	1,5	4,5	26,17515163
715	2	4,5	24,42585126
716	2,5	4,5	23,19910277
717	3	4,5	22,32227806
718	3,5	4,5	21,68939361
719	4	4,5	21,23032152
720	4,5	4,5	20,89648978
721	5	4,5	20,65342141
722	5,5	4,5	20,47632455
723	6	4,5	20,34725126
724	6,5	4,5	20,25316319
725	7	4,5	20,1845718
726	7,5	4,5	20,13456565
727	8	4,5	20,09810816
728	8,5	4,5	20,07152816
729	9	4,5	20,0521494
730	9,5	4,5	20,03802084
731	10	4,5	20,02772004
732	10,5	4,5	20,02020995
733	11	4,5	20,01473449
734	11,5	4,5	20,01074242
735	12	4,5	20,00783184
736	12,5	4,5	20,00570973
737	13	4,5	20,00416245
738	13,5	4,5	20,00303422
739	14	4,5	20,00221146
740	14,5	4,5	20,00161134
741	15	4,5	20,00117343
742	15,5	4,5	20,00085366
743	16	4,5	20,00061984
744	16,5	4,5	20,00044841
745	17	4,5	20,00032213
746	17,5	4,5	20,00022828
747	18	4,5	20,00015741
748	18,5	4,5	20,00010237
749	19	4,5	20,00005775
750	19,5	4,5	20,00001577
